nobs,mean,skew,kurtosis,median,mode,std,low,peak,q25,q75,iqr,gender
58,133.218390805,0.479596945171,-1.05113496286,107.5,25,79.6952180773,25,275,76.25,190,113.75,Male
14,118.571428571,0.592148621411,-1.28625790634,82.5,25,91.5819026771,25,275,41.25,211.25,170,Male
39,99.1684981685,0.399846037252,-0.932135959299,95,40,53.0041305598,25,205,42.5,127.5,85,Male
38,119.994987469,0.36625029904,-0.620334522242,115,45,59.3399091903,25,256,76.25,170,93.75,Male
59,141.763518967,0.234671499957,-1.32599258596,135,45,77.0893570729,30,265,80,220,140,Male
93,166.559139785,0.320372654284,-1.48411235194,155,105,55.8077464784,95,260,115,225,110,Male
89,147.865168539,0.81893362144,-0.0461849058195,130,105,51.2971495389,40,275,110,165,55,Male
80,166.5,0.441437659777,-1.1003285079,150,225,50.8822169328,90,275,123.75,212.5,88.75,Male
146,119.7296323,0.350175673499,-0.492494333207,107.631578947,30,57.7057769135,25,275,85,175,90,Male
212,162.692497754,-0.0874356673743,-1.60792096285,175,80,77.6896843863,30,275,80,240,160,Male
109,117.287024902,-0.993406931986,4.21237572936,120,115,26.3088001606,25,200,110,130,20,Male
112,108.660714286,-0.678956734966,2.00841599033,110,100,31.2962667706,25,215,100,125,25,Male
132,117.613636364,0.574999991229,7.03642124447,115,115,29.0732220143,25,265,105,130,25,Male
135,113.555555556,0.117867012684,6.14336722519,115,115,28.5635527064,25,245,100,125,25,Male
7304,99.203527656,1.27605793984,2.25654953372,90,75,41.6325198364,21.0457086485,275,75,115,40,Male
230,180.933747412,-1.14917436842,4.85139570259,180,165,28.1725911284,45,250,165,195,30,Male
177,90.048157116,-0.68808474521,0.513813078614,95,100,28.0938564061,22.8571428571,170,80,105,25,Male
152,120.690789474,-0.282515469368,1.54106635985,120,120,42.7240585423,25,245,115,135,20,Male
163,123.987730061,-0.0451838535097,2.3754042723,120,120,40.1078282416,25,245,115,135,20,Male
243,103.412698413,1.42047350956,1.00712371156,80,80,56.3902525815,25,270,75,105,30,Male
127,128.280839895,0.486602719308,-0.857869198712,110,80,47.2909763014,25,225,92.5,172.5,80,Male
110,121.696969697,0.763886462653,-0.506001291272,105,80,46.8405752075,25,245,90,162.5,72.5,Male
160,111.9375,-1.48178165528,7.57652693247,110,110,15.2580665141,40,155,105,120,15,Male
113,160.589970501,0.274634211197,-1.05297145006,150,90,52.5948692655,90,270,120,195,75,Male
125,123.958014184,-1.79321427297,9.17072769022,125,130,18.176475512,25,165,115,130,15,Male
85,98.5882352941,0.625798133684,1.4594566938,110,25,55.4320557328,25,275,30,130,100,Male
132,129.924242424,2.51056190857,10.3346935759,120,120,23.371058641,90,275,120,126.25,6.25,Male
164,87.8977932636,1.28207627878,1.8507278776,102.5,30,61.5448732573,25,275,30,120,90,Male
150,86.4022222222,1.16625416674,1.73256034544,110,30,60.383199732,25,275,30,120,90,Male
177,144.378531073,1.50507460164,0.67307664837,120,120,45.6238389477,110,275,120,120,1.42108547152E-14,Male
194,149.304123711,1.21331222135,-0.248230573296,120,120,51.692042933,70,265,120,185,65,Male
198,147.853535354,1.28227142906,0.017606825044,120,120,47.8588387563,105,275,120,178.75,58.75,Male
182,141.428571429,1.7000423679,1.22111451109,120,120,44.8304848344,95,270,120,120,0,Male
178,142.724719101,1.60860928585,0.872359903587,120,120,44.837629113,110,265,120,120,0,Male
175,140.771428571,1.7008272477,1.19379155958,120,120,43.0727528818,105,265,120,120,0,Male
180,142.527777778,1.54044512332,0.781077382926,120,120,45.7575046129,70,275,120,120,0,Male
164,126.654471545,0.251391550723,-0.999333835298,102.5,90,65.3915441921,25,270,90,180,90,Male
175,142.714285714,1.45223491596,0.558257701489,120,120,45.9431769712,70,270,120,120,1.42108547152E-14,Male
68,150.955882353,1.13212923274,-0.49914871078,120,120,51.3870645841,115,275,120,206.25,86.25,Male
166,146.751290878,0.183211104001,-1.25719475137,127.5,90,67.8099100598,25,275,90,213.75,123.75,Male
164,124.297328688,0.94936512122,-0.191276786113,90,90,58.8197006063,25,275,90,171.25,81.25,Male
156,138.259462759,0.131838466476,-1.2844308762,115,90,65.1094958306,25,265,90,200,110,Male
162,142.139917695,0.721338549753,-0.506959219715,130,130,34.0436000684,80,250,120,180,60,Male
66,144.621212121,1.81261604577,2.23792910173,130,120,48.7130637545,90,275,120,150,30,Male
250,108.298095238,0.820438144031,0.232680090561,100,90,53.8515081133,25,250,90,115,25,Male
182,104.32967033,0.840382846273,0.738534244572,105,90,50.2402043254,25,245,90,110,20,Male
199,119.058387174,0.332982723582,-1.13365090462,100,90,64.3292696586,22.8571428571,260,90,195,105,Male
106,218.773584906,0.293753507564,-0.865951797392,200,200,25.5118481609,140,260,200,250,50,Male
108,214.491487305,0.106035829612,0.696595139159,200,200,27.0447225255,125,265,200,235,35,Male
90,212.277777778,0.18979436521,1.73773730558,200,200,23.3946944497,120,265,200,225,25,not_specified
97,212.464408444,0.973281706339,-0.26215874077,200,200,22.0154999313,160,265,200,220,20,Male
12,234.583333333,1.07243043429,0.556850554752,230,225,16.5149343188,215,275,225,241.25,16.25,Female
150,137.233333333,1.22090561111,-0.10278169777,115,105,51.0507481717,85,275,105,138.75,33.75,Male
83,125.963855422,0.619777213223,18.2140241924,125,130,22.3668460451,25,255,120,130,10,Male
77,126.883116883,1.10781399054,20.4249713717,125,125,18.4819842261,35,235,120,130,10,Male
107,151.252336449,-1.13689239514,2.5777831555,155,145,41.7444592457,24,250,135,175,40,Male
138,149.771911663,-1.20833522707,1.78434815694,152.5,145,47.1061273193,22.8571428571,255,135,180,45,Male
143,151.228438228,-1.3055335006,1.98447492694,155,155,43.8127225082,24,225,135,180,45,Male
183,136.429872495,-1.43272837758,3.74060413023,140,135,36.3056214423,25,260,130,155,25,Male
183,127.650273224,1.465798604,1.72012174981,110,100,44.4664555516,25,275,100,135,35,Male
185,125.074646075,0.526817905329,-1.01410610511,93.3333333333,90,58.7692816536,25,230,90,210,120,Male
169,175.429134968,0.0128200308141,-1.21754063285,175,125,50.5985833812,70,270,130,220,90,Male
75,85.7333333333,1.32911828221,0.944915267793,90,30,67.125222946,25,265,30,100,70,Male
362,125.988596651,3.3670452171,15.1418829642,120,115,29.5284756778,22.0994475138,275,115,125,10,Male
256,135.8203125,0.958972954558,0.756947209879,120,120,38.6403556842,45,275,120,165,45,Male
63,198.253968254,-1.38443224566,0.962516397381,220,240,57.4536302344,35,265,185,237.5,52.5,Male
106,117.641509434,-0.290820185396,1.82891477664,125,125,45.8628366589,25,275,120,135,15,Male
127,140.354330709,0.123785946369,11.3958399705,140,130,26.776863782,25,260,130,145,15,Male
167,86.9281437126,0.269526432387,0.0156654206832,90,100,35.5641562241,25,185,45,100,55,Male
160,173.592682949,-0.258682996591,-0.467790001609,152.5,135,65.4835109598,25,275,135,245,110,Male
108,126.712962963,0.704652319964,-0.645239854059,115,75,65.3273878993,30,275,75,195,120,Male
119,118.865546218,1.09805265586,0.800888841739,110,80,57.0177510867,25,275,80,127.5,47.5,Male
193,119.585492228,4.09653644782,36.8879281984,120,120,14.336236088,75,250,120,120,0,Male
128,215.432291667,-0.897128828874,0.00920020970199,227.5,235,42.7018360784,110,275,200,245,45,Male
173,213.341040462,-0.908833236652,-0.00823215239883,225,240,45.156943955,95,275,195,245,50,Male
96,161.822916667,0.0703154689475,-1.45480506113,140,105,64.3157890788,25,270,105,220,115,Male
87,153.697318008,-0.536918701333,-0.863259691869,180,190,66.0978730205,25,270,102.5,202.5,100,Male
103,141.699029126,0.0776148100042,-0.615699768988,125,110,57.0536853215,25,270,110,192.5,82.5,Male
121,127.929948839,-0.0436556937034,-1.22386943526,125,90,65.8771001413,22.8571428571,250,85,190,105,Male
79,153.227848101,-0.561120402823,-0.132472906929,170,170,48.1495427288,25,255,110,185,75,Male
74,151.283783784,-0.47244977649,-0.799215214654,172.5,115,63.3846089832,25,250,100,200,100,Male
101,110.99009901,0.29463325932,-1.29707129704,95,85,66.0798645402,22.8571428571,240,45,180,135,Male
80,164.104166667,-0.611332245477,-0.450472689018,185,205,58.3076989806,26.6666666667,265,118.75,205,86.25,Male
80,141.8125,-0.19486120856,-0.913571190651,145,190,57.3053430646,25,260,95,190,95,Male
106,133.127583109,-0.137788565413,-1.32460839034,125,25,69.1009576636,25,260,80,195,115,Male
102,149.869281046,-0.404317436144,-0.848647676029,170,210,58.2177595867,25,270,105,200,95,Male
78,151.08974359,-0.64859794732,-0.104398424418,175,175,56.8491449313,25,275,116.25,188.75,72.5,Male
96,151.996527778,-0.480708392839,-0.342341060891,162.5,195,55.2224142377,25,255,113.75,195,81.25,Male
99,123.311688312,0.165652818954,-1.2238868121,105,85,66.9206757438,22.8571428571,250,85,190,105,Male
123,113.131629888,0.465424437965,-0.805932426593,95,85,60.7310323078,24,250,80,170,90,Male
79,142.905364678,-0.0665536767813,-0.929064989999,135,100,62.4905099686,22.8571428571,260,97.5,195,97.5,Male
95,118.333333333,4.22630973598,22.9734440359,115,105,24.8162840332,70,265,105,125,20,Male
76,122.342105263,1.29868304738,2.64912236958,117.5,120,53.0698528336,25,275,105,130,25,Male
58,118.275862069,0.797507370783,-0.490499221537,105,105,72.0664906356,30,270,81.25,128.75,47.5,Male
53,134.210457924,0.406910950128,-0.612070950776,120,100,60.5612871329,25,260,100,190,90,Male
33,116.212121212,0.426537393735,-1.7467038197,45,25,100.7699924,25,265,30,235,205,Male
104,213.076923077,-1.31543309998,0.115304414178,232.5,90,62.0960317554,90,275,220,250,30,Male
91,211.831501832,-0.303482155202,-0.277655009009,205,205,35.954671423,135,275,205,245,40,Male
85,215.652661064,0.12448323842,1.06797561687,205,205,27.586070164,120,275,205,230,25,Male
76,213.910180711,-0.931682665351,-0.136384861622,225,130,43.3949112508,105,270,200,245,45,Male
86,236.959257519,-1.3595801036,2.14571512792,240,250,23.6137494665,150,275,225,255,30,Male
76,231.430451128,-1.57615814543,4.480692262,235,235,24.990169258,120,275,225,245,20,Male
97,201.515463918,-0.138140659499,-0.54963706227,205,205,42.1169489604,115,275,190,205,15,Male
89,221.88692288,-1.11305964512,0.937475668209,225,245,35.7960815899,130,275,205,245,40,Male
83,222.327596099,-0.225359933528,-0.290450996312,205,205,34.5575674452,135,275,205,260,55,Male
61,213.802317148,-0.0869653015385,0.372302989328,205,205,32.3342087481,140,275,205,230,25,Male
60,220.628807379,-1.05427060814,-0.310366300784,245,250,45.2869387024,130,275,205,250.563063063,45.5630630631,Male
87,213.475975269,-0.478928542671,-0.660212202142,205,205,43.4852666248,120,270,205,260,55,Male
76,216.356516291,-0.850920430573,0.524271386159,215,200,36.2432634196,130,270,200,245,45,Male
44,223.863636364,-1.28361562058,0.627273366958,227.5,225,41.8854449167,120,275,225,250,25,Male
80,207.901785714,-0.681709244877,-1.18570729092,225,225,45.4786538499,130,275,145,245,100,Male
192,193.126416091,-0.548373143979,-1.56632330875,235,235,52.1605756651,105,265,130,235,105,Male
115,137.043478261,1.46831361691,1.18101316348,120,105,48.6106789671,70,270,105,155,50,Male
126,241.169690098,-1.29537202492,1.52929134338,240,270,36.4610640126,130,275,225,270,45,Male
112,238.550170068,-1.38250712307,1.27867616083,245,270,41.011041498,110,275,225,270,45,Male
141,239.513002364,-1.03200534998,0.544640678164,240,270,35.6350585232,130,275,225,270,45,Male
623,109.503490903,0.579006258361,-0.165798855387,90,90,58.4192515763,22.0588235294,270,90,155,65,Male
1087,108.711845948,1.40972788083,2.07151804719,90,90,42.0618662013,25,275,90,115,25,Male
647,101.14755484,0.970981054887,1.0996182896,90,90,52.1009729059,25,275,90,95,5,Male
478,102.605735279,0.45921957582,-0.852113051789,90,25,67.8297868479,24.1874527589,275,25,155,130,Male
831,109.798798999,1.46926855088,1.78082715231,90,90,46.7099926456,25,275,90,92.9263798766,2.92637987663,Male
763,103.603432259,1.16699994654,1.86177047056,90,90,47.3452894824,25,275,90,100,10,Male
754,108.329406692,1.4531878182,1.9702414033,90,90,41.5916292119,25,275,90,93.6494241067,3.64942410671,Male
640,113.904099855,1.04215281838,0.839844431489,90,90,49.0887943753,25,275,90,145,55,Male
649,114.145266417,1.56812548259,1.37060373988,90,90,43.8779549147,70,270,90,135,45,Male
572,120.181879639,0.598079690243,-0.122430847943,90,90,52.5402990294,25,275,90,160,70,Male
549,110.89989303,0.6006381435,-0.165540448738,90,90,59.9540156844,24.5870149827,275,89.5417978314,155,65.4582021686,Male
589,117.250737167,0.818984272212,-0.0280528340594,90,90,43.4618013686,25,270,90,155,65,Male
589,117.210242527,0.78847734246,0.0832263466329,90,90,47.1034738667,25,270,90,155,65,Male
656,107.041525407,0.599289320583,-0.177912706777,90,90,58.314684973,25,275,90,155,65,Male
587,94.990644398,0.649877064003,-0.842276876095,90,25,74.7427720781,22.3854494579,275,25,157.5,132.5,Male
646,112.075065771,0.332855435123,-0.892394626968,90,90,66.8705628535,22.3854494579,275,75.6361066236,165,89.3638933764,Male
632,156.577857111,-0.158851672646,-1.38943657038,160,270,93.35618707,25,275,70,270,200,Male
766,113.167739226,0.282795876,-0.67836638606,90,90,58.12054958,25,275,90,160,70,Male
649,104.355417831,0.517278166797,-0.722595149938,90,25,69.0490231235,25,275,25,165,140,Male
770,116.899167015,0.224839629282,-1.04006767033,90,90,68.742311051,22.7272727273,275,75,175,100,Male
665,113.649504758,1.02283664936,0.562286358721,90,90,45.4662028809,25,270,90,145,55,Male
645,107.16482574,0.874107464593,0.799078516948,90,90,51.6014961672,25,275,90,140,50,Male
706,114.378460981,0.719374706024,-0.00640279521411,90,90,53.8123450523,25,275,90,155,65,Male
726,104.705104976,1.95995155434,3.82982373362,90,90,35.6162124508,25,275,90,95,5,Male
603,119.180977304,1.27733949,0.923202174881,90,90,46.6772862547,25,275,90,155,65,Male
615,111.287826278,0.713328678013,0.163171913246,90,90,54.4088855214,20.8333333333,276.985743381,85,150,65,Male
49,122.384496267,5.31998421955,30.2631972018,120,120,8.29086617916,120,175,120,120,0,Male
24,187.708333333,-0.509525241605,-1.19126466717,207.5,225,55.6959597328,95,265,118.75,225,106.25,Male
36,199.861111111,-0.991115137169,0.212172043466,212.5,200,58.2676548247,35,275,181.25,242.5,61.25,Male
50,204.1,-1.01496736019,0.785664721001,212.5,215,44.2457907603,80,270,190,238.75,48.75,Male
44,207.727272727,-1.36589621151,1.6065825992,215,220,27.1455367471,130,250,198.75,225,26.25,Male
35,192.857142857,-1.33864363022,1.37970932896,215,210,51.2038742157,25,255,150,225,75,Male
23,188.260869565,-0.945993475483,-0.0117833389353,210,190,57.6271504485,40,265,160,227.5,67.5,Male
37,191.081081081,-1.07573555038,1.30108637199,200,200,47.4218437399,40,270,180,215,35,Male
47,202.872340426,-1.38223514592,1.9029438109,210,230,46.2847877318,40,270,192.5,232.5,40,Male
28,197.678571429,-0.623427157911,-0.38828652787,205,200,47.7059846286,100,275,178.75,231.25,52.5,Male
27,196.481481481,-0.722148255512,-0.576358994281,205,220,42.3349696712,110,265,175,222.5,47.5,Male
23,183.47826087,-1.44552038576,1.3472089589,205,205,57.4160025907,30,250,170,212.5,42.5,Male
44,202.651515152,-2.55980745449,7.0551395714,212.5,215,39.905694041,40,250,198.75,220,21.25,Male
35,209.428571429,-0.763303735804,-0.256306809778,220,225,42.9247086448,105,270,187.5,240,52.5,Male
21,180.396825397,-1.3324435161,0.15682419349,215,215,76.5555695428,20.8333333333,260,175,220,45,Male
182,135.340920984,0.29367125782,-1.37560938704,117.5,90,57.2152559392,25,245,90,200,110,Male
149,127.587727709,0.0695156369572,-0.672127599792,115,110,58.4402818876,25,255,105,195,90,Male
102,124.826797386,0.507528133762,-0.938226838459,110,25,80.1254562373,25,275,51.25,165,113.75,Male
768,147.166307809,1.3555743282,1.23668766734,130,120,41.0766328944,66.6666666667,275,120,165,45,Male
122,127.459016393,0.28788927746,0.764425026345,125,130,34.0277484504,40,220,105,145,40,Male
119,129.579831933,-0.491557105309,2.22138862349,130,135,24.7218121628,30,185,115,142.5,27.5,Male
145,124.988505747,1.2936649004,5.39075389387,120,110,28.4096312467,45,275,110,135,25,Male
132,125.189393939,0.242143321858,1.6417737134,120,125,29.5317324389,35,205,110,135,25,Male
100,127.716666667,0.0259251618925,2.38053193712,125,115,29.4897863675,40,220,115,145,30,Male
133,124.54887218,-0.666683611126,2.25363222286,125,130,21.7163761933,40,175,110,140,30,Male
106,121.226415094,-0.421724911631,1.55018450054,120,110,25.4748425732,40,180,110,135,25,Male
144,128.043981481,0.99548684259,3.00974729558,120,120,28.1319983482,26.6666666667,225,110,135,25,Male
113,120.575221239,0.745632615712,7.58190181776,115,115,28.6939311858,35,275,110,135,25,Male
136,122.843137255,1.03921346087,2.22325197313,120,110,21.9533425767,66.6666666667,215,110,130,20,Male
113,123.103666245,0.514969529493,2.2041516165,120,120,36.2885275584,40,270,105,140,35,Male
101,123.267326733,0.901914327551,5.97040023165,120,120,25.6927354563,40,245,110,135,25,Male
105,127.238095238,1.91725470633,4.20929439486,120,110,32.637846512,85,270,105,135,30,Male
135,122.296296296,1.19046696398,5.1581119938,120,120,30.3056220366,40,275,107.5,130,22.5,Male
130,117.961538462,0.149220605773,1.43571411907,115,100,25.7927848725,40,200,100,130,30,Male
23,125.652173913,1.4975031093,3.14812204106,115,110,50.6759600803,40,275,110,132.5,22.5,Male
15,140.777777778,0.374959365055,-1.03091266987,135,40,78.0784663885,40,275,85.8333333333,190,104.166666667,Male
19,153.157894737,1.16272666787,0.0603469928819,135,115,48.5096443562,100,265,117.5,167.5,50,Male
17,167.352941176,0.0649496747298,-1.16582272777,145,110,67.6739077154,40,275,110,220,110,Male
44,176.856060606,0.14940826379,-1.410551887,160,110,57.7188587481,66.6666666667,275,125,235,110,Male
33,161.717171717,0.675062764151,-0.666539367105,145,115,55.03822493,66.6666666667,275,120,195,75,Male
37,153.288288288,0.28122448169,-1.17044264846,125,115,56.0693030072,40,250,110,220,110,Male
25,161.4,0.657347865637,-1.11308280982,135,110,59.1526837937,95,275,110,210,100,Male
30,168.666666667,0.0796747269407,-1.0913158076,162.5,220,65.2805909559,40,275,116.25,220,103.75,Male
31,180.537634409,0.136600701952,-1.67812985248,160,110,70.7301742132,66.6666666667,275,115,260,145,Male
22,190.909090909,-0.493656953702,-1.19512355297,222.5,115,72.4982188439,40,275,115,258.75,143.75,Male
26,163.461538462,0.264941215531,-1.43418798504,135,66.6666666667,69.1630723146,66.6666666667,275,111.25,238.75,127.5,Male
25,200.8,-0.700538042671,-0.675515086484,220,275,66.493307934,40,275,130,255,125,Male
